unique_id,age,gender,data_collection_site,simulated_data,exclude_surveillance,exclude_aware_olsen_and_fazio,exclude_aware_olsen_and_fazio_modified,exclude_awareness_baranan_dehouwer_nosek,exclude_awareness_baranan_dehouwer_nosek_modified,sum_score_evaluation_CSpos_preferred,condition,surveillance_response_total_correct_responses,sum_score_filler_1,sum_score_filler_2,awareness_1_out_of_ordinary,awareness_1_systematic,awareness_1_words_and_images,awareness_2a_response,awareness_2_stim_paired_with_negative,awareness_2_stim_paired_with_positive,familiarity,mean_surveillance_response_total_correct_responses_by_site,sd_surveillance_response_total_correct_responses_by_site,fazio_and_olsen_criteria_scorer_1,fazio_and_olsen_modified_criteria_scorer_1,fazio_and_olsen_criteria_scorer_2,fazio_and_olsen_modified_criteria_scorer_2
Balas and Sarzynnska_51,28,f,Balas and Sarzynnska,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,CS1_USpos,429,71,46,wiele slow oraz obrazkow pojawialo sie w kazdym cyklu badania. cel byl zawsze inny i nie pojawial sie pozniej ani razu tylko w danym zadaniu.,tak. cele czesto pojawialy sie w podobnym czasie. najczesciej cel byl slowem i obrazkiem.,"slowa byly podobne do tych, ktore byly moim celem lub zaczynaly sie w taki sam sposob.",FALSE,3,4,1,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_52,34,m,Balas and Sarzynnska,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,CS1_USpos,425,69,51," slowa byly nie pasujace do obrazkow .obrazki pokazywaly sytuacje bardzo rozne z zycia codziennego momentami sytuacje bardzo skrajne. postacie sa smutne,grozne,przyjazne.",slowa nie pasowaly do obrazkow i ogolnie sie powtarzaly,obrazy przedstawialy zycie codzienne,TRUE,3,2,1,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_53,22,f,Balas and Sarzynnska,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4,CS1_USpos,424,72,55,jesli wybieralam obrazek to musialam porownac z innym i gdy duzo razy wybralam dana postac obrazek musialam porownac z tym ktory rowniez bardzo mi sie podobal,tak zestawienia postaci powtarzaly sie ,mysle ze slowa byly odekwatne do danej postaci ,TRUE,6,1,6,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_54,20,M,Balas and Sarzynnska,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-6,CS1_USpos,428,64,63,slowo obraa obrazajacy i oceniajacy,zwykle wystepowaly parami w centrum ekranu,gdy pojawial sie wizerunek danej postaci zawsze byla podpisana.,FALSE,2,5,1,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_56,24,F,Balas and Sarzynnska,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6,CS1_USpos,428,80,67,"zzzauwazylam, ze nie bylo pytania ani potrzeby naciskania spacji jak najszybciej dla postaci, ktore pojawialy sie w kazdym zadaniu z innymi stworzeniami, dla ktorych imie lub podobizne trzeba bylo zauwazyc jak najszybciej. bylo kilka postaci, ktore pojawialy sie zawsze, a o ktore nie pytano w osobnym zadaniu","zdecydowanie czesto pojawialy sie takie slowa jak 'olowek, ksiazka, komputer' a takze obrazki suszarki, szklanki i sytuacje z ludzmi",czasem nazwa postaci nie odpowiadala postaci ukazanej na obrazku,TRUE,2,2,1,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_57,20,f,Balas and Sarzynnska,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,CS1_USpos,425,70,51,niektore obrazki byly negatywne ,"obrazy i slowa pojawialy sie naprzemian, a czasem razem",slowa i o obrazy przedstawialy rzeczy oraz imiona postaci z kreskowek,FALSE,2,5,1,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_58,31,m,Balas and Sarzynnska,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-2,CS1_USpos,429,82,50,nic nie zauwazylem  poniewaz nie z2wracalem na to uwagi,nic nie zauwazylem  nie na tym sie koncetrowalem,nic takiego nie zauwazylem,FALSE,3,4,2,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_59,31,m,Balas and Sarzynnska,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,CS1_USpos,428,71,63,byly nie spojne ze soba,"czesto pojawiala sie suszarka, klocek, wiecej przedmiotow niz zjawisk zyciowych","nie, slowa oderwane ",FALSE,5,3,1,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_6,30,m,Balas and Sarzynnska,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-6,CS1_USpos,423,97,51," byr,ndlo bardzo dur,ndzo sr,ndlow , obrazki byr,ndly czasami przeciwstawne do wyborr,ndow .","czasami dane zwierzar,ndtko pojawiar,ndlo sie kilka razy pod rzr,ndad . lub nazwy tak samo ","niestety nic takiego nie zauwarzyr,ndlem ",FALSE,4,4,1,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_60,28,f,Balas and Sarzynnska,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,CS1_USpos,429,69,53,nie nauwazyzylam nic niezwyklego,nie zauwazylam zadnej regularnosci,nie zauwazylam nic charakterystycznego,FALSE,4,3,3,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_61,33,f,Balas and Sarzynnska,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-2,CS1_USneg,428,76,51, niektore postacie byly usmiechniete a inne nie usmiechaly sie ,obrazki byly ulozone na zasadzie przeciwienstw  byl obrazek ze zwirzatkiem usmiechnietym i smutnym ,nie zauwzzyylam nic spcjalnego ,TRUE,3,4,1,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_62,20,f,Balas and Sarzynnska,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-2,CS1_USneg,427,76,53,"nie, zwracalam uwage na postaci","nie, nie zauwazylam regularnosci",bergmite nazwa przypominal postac z kreskowki,FALSE,2,2,1,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_63,23,f,Balas and Sarzynnska,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-4,CS1_USneg,429,67,58,slowa probowaly wprowadzic w blad,nie zauwazylam regularnosci,nie zauwazylam nic charakterysdtycznego,TRUE,6,1,1,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_64,35,m,Balas and Sarzynnska,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,CS1_USneg,415,99,67,tak sp podobne postacie spotkalem w kreskkowkach oraz  slowa ktore tam byl i przedmioty kt kojarza mi sie z domem.back,tak przedmioty byly  w tych samych parach ale z ro oznej stronyback,tak sa to  rzeczy ze swiata magi,FALSE,2,1,1,426.22,3.33,FALSE,TRUE,FALSE,TRUE
Balas and Sarzynnska_65,22,m,Balas and Sarzynnska,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-4,CS1_USneg,430,68,55, niestety wszystko zostalo jak zwykle,"tak, byly dopasowane w taki sposob aby kazdy przypadek byl rozpatrzony",niestety nic  nie zauwzazylem ,FALSE,5,2,1,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_66,24,f,Balas and Sarzynnska,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,CS1_USneg,427,76,45,"moje odpowiedzi mogly byc niespojne;,",w poprzednim zadaniu nie bylo slow,nieczego nie zuwazylam,FALSE,4,3,1,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_67,33,F,Balas and Sarzynnska,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,CS1_USneg,428,73,61,"przy niektorych postaciach 9tych, ktorych nie musialam zaznacza, pojawialy sie negatywne cechy, np. przy postaci z dynia","tak, czesto pojawialy sie one w tych samych konfiguracjach, byly powtarzalne, takze pod wzgledem miejsca pojawienia sie na ekranie",przy postaci z dyni zawsze byly negatywne stwierdzenia typu odrazajacy,TRUE,6,4,1,426.22,3.33,FALSE,TRUE,FALSE,TRUE
Balas and Sarzynnska_68,24,f,Balas and Sarzynnska,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,CS1_USneg,428,86,56,nie zauwazylanm nic szczegolnego.,nie zaiwazyylam zadnej regularnosci w zadaniach.,nie zauwazy;lam nic charakterystycznego w kreskowkach.,TRUE,5,4,1,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_69,32,f,Balas and Sarzynnska,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,CS1_USpos,429,87,54, nic szczegolnego nie zauwazylam ,niesety nicszczegolnego nie zauwazylam,nie mam zadnychj konkretnych skojarzen,TRUE,6,3,2,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_7,23,m,Balas and Sarzynnska,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,CS1_USneg,428,78,55,"chyba nie zauwar,ndzylem ","olowek i ksiazka wydawaly sie byc calkiem czesti razem, polaczenie suszarki i cjakiego przedmiotu tez , nie pamietam ktorego, tez wydawalo sie czestrze",nie przykladalem uwagi do slow i zdjec wyswietlanych razem z elementem szukanym,FALSE,2,5,1,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_71,23,F,Balas and Sarzynnska,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,CS1_USneg,427,68,55,nie rozumialam zestawien postaci z bajek w porownaniu z suszarka albo cmentarzem ,nie bylo zadnej regularnosci,wszystko bylo chaotyczne,TRUE,2,6,1,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_72,28,F,Balas and Sarzynnska,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,8,CS1_USpos,427,75,57,"przy pokemonie, ktory wygladal jak dynia czesto pojawialy sie niekorzystnme skojarzenia, tj. smierc, plagi etc. przy pokemonie ktory dawal buziaka pojawialy sie slowa ktore mialy raczej pozytywne odczucia. badanie przyspieszsalo  pod koniec pokemon docelowy pojawial sie czesciej. downczesto konfiguracje rzeczy sie powtarzaly  przykladowo ksiazka z suszarka.","ksiazka wystepowala z suszarka, kratka okienna z wentylatorem. obrazki czesciej pojawialy sie w prawym gornym i lewym dolnym niz lewym gornym i prawym dolnym","pozytywne byly kolo pokemona z buziakiem, ktory wygladal raczej sympatycznie a negatywne kolo stworka zlej dyni",FALSE,6,1,2,426.22,3.33,TRUE,TRUE,TRUE,TRUE
Balas and Sarzynnska_73,23,M,Balas and Sarzynnska,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,CS1_USneg,428,74,60,"rctrlkilka obrazkow z grupy tych mniej przyjemnych w odbiorze zapadla mi w pamiec  np chlopak kleczacy w toalecie, dzdzownice","tak. niektore z obrazkow pojawialy sie razem i podswiadomie je juz kojarzylem, bagatelizujac je odnosnie wciskania spacji, gdyz przewaznie, albo w kazdym przypadku, nie bylo przy nich  szukanego slowa badz obrazka",nie zauwazylem nic takiego.,FALSE,4,3,2,426.22,3.33,FALSE,TRUE,FALSE,TRUE
Balas and Sarzynnska_74,34,F,Balas and Sarzynnska,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-2,CS1_USpos,424,56,41,downnic niezwyklego nie zauwazylam powiem szczerze,"nie zauwazylam.jedynie tylko to,ze nazwa docelowego obvrazu zawsze byl;a z odpowiednia postacia","nie zauwazylam.moze gdybym byla proszona cos zauwazyc, to bym znalazla",FALSE,6,1,1,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_75,28,m,Balas and Sarzynnska,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,CS1_USpos,423,66,52,"nie zauwazylem nic nadzwyczajnego w zwiazku ze slowami i obrazami, ktore pokazywaly sie w poprzednim zadaniu. ","niektore obrazy pojawialy sie regularnie, ale nie wiem czy byla w tym jakakolwiek metoda czy bylo to losowe.","nie zauwazylem nic charakterystycznego poza tym, ze zapamietalem tylko nieliczne z nich. ",FALSE,5,2,2,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_76,31,f,Balas and Sarzynnska,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,CS1_USneg,427,79,66,jedne postacie okreslaly swoje nastroje a pod drugimi zdjecia sceny z zycia ,naprzemiennie pojawialy sie slowa a potem obrazy wydaje mi sie ze wiecej bylo slow,"oznaczaly nastroje w jakich sie teraz znajduja,czesto pojawialo sie slowo komputer beton oraz suszarka i wiatrak",TRUE,1,6,2,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_77,31,f,Balas and Sarzynnska,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6,CS1_USneg,430,75,53," tak, zdjecia i slowa obrazowaly uczucia poztywne badz negatywne. bylo wilele polaczen zdjeciowo slownych ktore mialu na celu wybic mnie z tropu. ","tak, w kazdym zadaniu byly pokazywane obrazy nawiazujace do konkretnego stanu emocjonalnego negatywnego czy tez poztywnego.","charakterystyczne bylo to, ze byly one czesto pokazywane w sensie ten sam zestaw obrazkow i czasami tworzyl sie mix  obrazek negatywny a slowo przy nim pozytywne .",TRUE,2,2,1,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_78,19,m,Balas and Sarzynnska,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,CS1_USpos,428,65,56,"nie, nie zauwazylemback nic niezwyklegoback","nie, nie zuwazylem anijakiej rugularnosci","nie,, nie zauwazylem nic charakterstycznego",FALSE,5,2,1,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_79,22,M,Balas and Sarzynnska,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,CS1_USpos,425,74,45,"wiele zdjeec robilo wrazenie zywcem wyjetych z lat 90. bardzo czesto przewijalo sie slowo beton. obobrazki nie laczyly sie ze slowami, tj. nie pojawialy sie nazwy przedmiotow na obrazkach.","ciagle pojawianie sie slow 'beton, olowek'. dosc mala pula slow i zdjec, choc zdarzaly sie takie ktore byly tylko raz.","tto pokemonyt ; . , humanoidalne postacie, przez to moze troche blizsze dla czlowieka . mozna sie porowynwac ze zwierzetami.",FALSE,2,5,7,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_8,23,f,Balas and Sarzynnska,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,CS1_USpos,429,82,55,"nie zauwar,ndzylam nic niezwyklego ",nie zwracalam na to uwagi,nie zauwazylam nic szczegolnego,FALSE,6,2,2,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_80,27,f,Balas and Sarzynnska,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,8,CS1_USpos,424,76,50,okreslone rodzaje obrazow pojawialy sie w parze z konkretnymi opisami 9nacechowanymi pozytywnie badz negatywnie0 ,"tak, pary obrazow wystepowaly w scislej korelacji w stosunku do pary ich opisowback","bpary byly tej samej kategorii, nacechowane w tym samym znaczeniu  9pozytynie badz negatywnie0",TRUE,6,1,1,426.22,3.33,FALSE,TRUE,FALSE,TRUE
Balas and Sarzynnska_81,35,m,Balas and Sarzynnska,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,-2,CS1_USneg,429,77,58,"mysle, ze byly pozytywnych lub negatywnych cech obok prezentowanych stworzen, czasem rowniez bylo stwoorzenie i obok niego poztywny lub negatywny obrazek","tak, mysle ze byla zachowana regularnosc, np slowo beton przy szklance",mialem wrazenie jakby slowa i nazwy pojawiajace sie obok postacji z kreskowek mialy nastawic pozytywnie lub negatywnie do danej postaci,TRUE,6,6,1,426.22,3.33,FALSE,TRUE,FALSE,TRUE
Balas and Sarzynnska_82,23,m,Balas and Sarzynnska,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,CS1_USpos,430,64,51,niestety nie zauwazylem niczego niezwyklego.,niestety nie zauwazylem.,niestety nie zauwazylem.,FALSE,4,3,1,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_84,23,f,Balas and Sarzynnska,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-6,CS1_USneg,416,71,63,     slodkie postacie ,znalazlam ale nie wiem co napisabackc,postacie bylly nazywane nie fajnie np.jednaback,FALSE,4,2,5,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_85,26,F,Balas and Sarzynnska,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-2,CS1_USneg,427,72,54,"stworzenia wygladaly jak z pokemonow, czesto pojawialy sie sprzety gospodarstwa domowego",w pierwszej grupie najczesciej pojawiala sie okreslona postac,kojarzyly mi sie z pokemonami,TRUE,5,2,4,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_86,25,m,Balas and Sarzynnska,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-6,CS1_USneg,426,58,49,zauwapostacie byl podobne do zwierzat. w niektorych wyrazach pojawila sie nazwa  powiazana ze zwierzetami 9np. bug0. ,"pojawialy sie te same obrazy  i slowa np. suszarka, ksiazka","w obrazach i slowach pojawialy sie przedmioty, z ktorych korzysta czlowiek np komputer, suszarka, ksiazka",FALSE,4,2,1,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_87,20,m,Balas and Sarzynnska,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,CS1_USpos,427,79,53,"odczuwalem niepokoj kiedy musilem wybrac miedzy dwoma postaciami,  ktore mi sien nie podobaly. bardziej preferowalem postacie przytulne, nie majace ostrych zakonczen na ciele","zauwazylem, ze zostaly zestawiane postacie, ktorych nie wybieralem wczesniej. ","zwracalem uwage tylko na obrazy, nie zwrocilem w ogole uwagi na slowa.",FALSE,1,6,1,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_88,28,m,Balas and Sarzynnska,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-6,CS1_USpos,428,72,44,"niektore obrazki mialy sztywno przypiete podpisy, pokemony tylko z nowych edycji",niektore pokemony mialy sztywno przypiete napisy,nie zauwazylem nic charakterystycznego,FALSE,3,4,7,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_89,22,f,Balas and Sarzynnska,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,CS1_USneg,428,83,56,nie zwracarwindowslam uwagi na polaczenia slow z obrazami w poprzednim zadaniu,"zdarzalo sie, ze obrazek ktory uznalam za atrakcyjny pojawial sie zaraz potem w i, albo krotko potem, w innej konfiguracji.",nie zwracalam uwagi na spolaczenie slow z obrazem w poprzednim zadaniu,FALSE,5,2,6,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_9,26,f,Balas and Sarzynnska,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-6,CS1_USneg,419,77,68,   nic  szczegolnego nie zaywazylam   ,nie zauwazykam zadnej regularnosci a wrecz przeciwienstwo ,byly do siebie przeciwne tak jakby pokazac dobro lub zlo z jednej strony,TRUE,5,2,1,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_90,23,f,Balas and Sarzynnska,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-4,CS1_USneg,426,75,52,nie zauwazyzylam niczego niezwyklego.,niektore obrazy i slowa pojawialy sie w podobnych kombinacjach.,nie zwuauwazylam niczego charakterystycznego.,FALSE,4,3,1,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_91,30,F,Balas and Sarzynnska,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,CS1_USpos,427,65,49, nie zauwazylam nic niezwyklego,nie zauwazylam regularnosci,nie zauwazylam nic charakterystycznego,FALSE,4,3,1,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_92,29,F,Balas and Sarzynnska,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,CS1_USneg,424,85,62,wydaje mi sie ze imiona zwierxzakow byly pomieszne i raz pojawialy sie po lewej a raz po prawej stronier  ,naprzemian sie pojawialy,nic szczegolnego nie zauwazylam,TRUE,6,2,1,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_94,32,f,Balas and Sarzynnska,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,CS1_USpos,429,76,55,"tak, wiele obrazow pojawialo sieprzedstawiajac zupelnie co innego niz pojawiajace sie slowa obok, sekwencje te sie powtarzaly i uklady slow na monitorze  te same miejsca tych samych slow, obrazy i slowa pojawialy sie czesto te same obok siebie oraz po kolei powtarzaly sie te same obrazy, te same slowa, sekwencjami bardzo czesto. pokemony jak gdyby, ktore mialam zapamietac  slowa i ich obrazy, byly scisle przyporzadkowane do siebie, pojawialy sie razem, osobno obraz albo osobno slowo, natomiast niektore wyrazy inne byly zawsze same  bez obrazu 0  ","tak, jak wspomnialam wczesniej, dane slowa, obrazy, kombinacje natepowaly po sobie, czasem 2 obrazy jednoczesnie obok siebie i slowo i potem podobna sekwencja, byla powtarzalnosc w nastepowaniu po sobie i rozmieszczeniu danego slowa na monitorze ","tak, czesto pojawialy sie obrazy przedstawiajace co innego nizobok slowo  np. szklany kubek byl podpisany 'beton', poza tym to byly okreslone obrazy i slowa, ktore sie pojawialy. slowa 'ksiazka' i 'czytam' byly zawsze bez obrazu chocby mylacego , czyli nie przedstawiajacego chocby ksiazki. niektore postacie z kreskowki byly scisle przyporzadkowane do danego obrazu  wiatraka lub do przymiotnika , w tym wypadku slowa, nie obrazu i byly to przymiotniki nacechowane pozytywnie lub negatywnie",TRUE,1,5,2,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_95,26,f,Balas and Sarzynnska,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,-2,CS1_USneg,423,72,54,"nie zauwazwracalam uwagi na slowa, tylko na obrazki.","powtarzaly sie te same obrazki, zawsze bylo zestawienie z tym co wybralam wczesniej",byly to smutne postacie,TRUE,2,6,1,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_96,33,f,Balas and Sarzynnska,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-6,CS1_USpos,428,86,60, mysle ze slowa byly powiazane z charakterem danej postaci,"tak, cechy charaterstyczne dal danej postaci",slowa i obrazy byly charaterystyczne dal danej postaci,FALSE,2,2,1,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_97,25,m,Balas and Sarzynnska,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,CS1_USpos,430,71,45,ze stworki to chyba pokemony i kilka obraskow bylo nietypowych np rzygajacy facet w lazience lub facet  idacy chodnikiem a wokol niego wypchaneworki na smieci ,obrazki  nie pasowaly do napisow procz stworkow,ze t to chyba ktoras generacja pokemonow i ze maja nazwy przygotowane  na rynek amerykanski i europiejski czyli zangielszcone,TRUE,2,4,6,426.22,3.33,FALSE,FALSE,FALSE,FALSE
Balas and Sarzynnska_98,25,f,Balas and Sarzynnska,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-2,CS1_USpos,427,69,45,przy niekturych postaciach byly opisy negatywne  ,nie zauwazylam regularnosci,nie zauwazylam nic charakterystycznego,FALSE,2,5,2,426.22,3.33,FALSE,TRUE,FALSE,TRUE
Balas and Sarzynnska_99,31,m,Balas and Sarzynnska,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,8,CS1_USpos,428,70,55,"pokemon z przewaga brazowego zawsze pojawial sie w towarzystwie nieszczesc,a pokemon z przewaga zoltego czesto ze slowem beton. ten morski pokemon widywany byl czesto z wodnymi obrazkami typu szklanka itp","przynajmniej przy 3 pokemonach widzialem regularnosc w obrazkach,czy to zwiazanych z woda czy nacechowane negatywnie","mialy podobne znaczenie i nacechowanie emocjonalne przynajmniej w kilku przypadkach,co do resztyy nie jestem pewny",TRUE,6,3,2,426.22,3.33,FALSE,TRUE,FALSE,TRUE
Corneille and Mierop_1,21,female,Corneille and Mierop,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-4,CS1_USneg,428,65,45,"ccparfois les mots ou les images mettaient beaucoup de temps pour arriver, il y avait un long blanc et donc j etais destabilisee..","c etait souvent des images de ventilateur, de verre ou de seche cheveux qui apparaissaient",j ai uniquement remarque que le mot beton revenait souvent a cote de l image d une creature de dessins animes,FALSE,4,3,2,426.99,3.15,FALSE,FALSE,FALSE,FALSE
Corneille and Mierop_10,55,female,Corneille and Mierop,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,6,CS1_USneg,422,63,53,"orthographe des mots taches, impression du temps d apparition des stimulis non homogene, augmentation des objets distracteurs au fur et a mesure des seances avec le verre, la grille et le seche cheveux tjrs presents tout comme le mot livre, association d images svt avec un element commun exemple seche cheveux et ventilateur ont en commun element air, forme ou couleur similaire des objets distracteurs a ceux de l objet stimuli       ","le seche cheveux est tres frequement apparu avec le mot livre sauf a une ou deux reprises avec le mot de l objet stimuli, les objetsdistracteurs etaient relie par un meme element associatif comme exemple seche cheveux et ventilo ayant en commun l air, les couleurs, les formes etc","oui les couleurs et formes similaire, au fur et a mesure de l experience les mots associes aux objets stimulis devenaient moins agreable et generent une source d anxiete",TRUE,2,6,1,426.99,3.15,FALSE,FALSE,FALSE,FALSE
Corneille and Mierop_11,19,male,Corneille and Mierop,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,CS1_USneg,423,81,56,"les mots etaient que des compliments, ou des choses qui parlent d une facon de se comporter, de penser","c etait toujours les meme mots qui revenait tout le temps, le fait que certrtatain mots soit abstrait me paraissait bizarre",ils ressemblaient a des pokemons ou des personnages qui mixeetait un mix de 22 choses,TRUE,4,3,5,426.99,3.15,FALSE,FALSE,FALSE,FALSE
Corneille and Mierop_12,19,male,Corneille and Mierop,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,CS1_USpos,427,68,44,"les images etaient fort repetes, mais les mots etiaeaient varie  ",des categories de mots etaient associe a certaines images ,non je nai pas remarque,TRUE,4,2,1,426.99,3.15,FALSE,FALSE,FALSE,FALSE
